order_id,order_date,customer_id,category,product_sku,quantity,unit_price,total,payment_method,status
PO-20318,2025-08-04,C2020,Office,OFF-433,1,20.76,20.76,card,completed
PO-20319,2025-10-08,C2021,Safety Gear,SAF-497,2,125.66,251.32,card,completed
PO-20320,2026-04-27,C2005,Office,OFF-729,1,83.28,83.28,card,completed
PO-20321,2025-11-08,C2017,Safety Gear,SAF-497,1,44.82,44.82,card,completed
PO-20322,2026-04-21,C3009,Electrical,ELE-277,1,235.65,235.65,card,completed
PO-20323,2025-05-28,C2015,Office,OFF-109,1,29.85,29.85,card,completed
PO-20324,2025-11-26,C3003,Cleaning,CLE-827,3,32.39,97.17,card,completed
PO-20325,2025-09-27,C3007,Tools,TOO-381,1,141.7,141.7,ach,completed
PO-20326,2026-02-06,C2024,Safety Gear,SAF-215,1,68.22,68.22,card,completed
PO-20327,2025-05-22,C3004,Electrical,ELE-551,1,445.71,445.71,card,completed
PO-20328,2025-05-17,C3003,Cleaning,CLE-369,1,50.1,50.1,card,completed
PO-20329,2025-08-16,C1017,Electrical,ELE-702,2,391.64,783.28,card,completed
PO-20330,2025-08-14,C1037,Hardware,HAR-924,1,35.86,35.86,card,completed
PO-20331,2025-09-26,C1052,Safety Gear,SAF-373,5,112.59,562.95,invoice,completed
PO-20332,2025-05-31,C3003,Office,OFF-987,2,86.56,173.12,card,completed
PO-20333,2026-04-12,C2020,Cleaning,CLE-601,1,40.15,40.15,card,completed
PO-20334,2025-06-17,C3005,Cleaning,CLE-627,2,43.51,87.02,ach,completed
PO-20335,2026-02-22,C2022,Tools,TOO-989,2,290.46,580.92,ach,completed
PO-20336,2025-10-31,C2010,Tools,TOO-914,1,117.97,117.97,card,completed
PO-20337,2025-09-23,C3000,Office,OFF-660,1,71.41,71.41,card,completed
PO-20338,2025-05-24,C2000,Tools,TOO-741,2,198.96,397.92,card,completed
PO-20339,2025-07-07,C2002,Electrical,ELE-409,1,421.74,421.74,card,completed
PO-20340,2025-11-07,C1083,Electrical,ELE-269,1,292.75,292.75,ach,cancelled
PO-20341,2025-06-16,C2014,Electrical,ELE-197,1,230.26,230.26,card,completed
PO-20342,2025-05-05,C1009,Tools,TOO-812,1,85.4,85.4,ach,completed
PO-20343,2025-08-26,C1017,Cleaning,CLE-191,2,11.53,23.06,card,completed
PO-20344,2026-03-25,C2023,Electrical,ELE-246,1,266.58,266.58,card,completed
PO-20345,2025-08-18,C1012,Electrical,ELE-866,1,202.92,202.92,card,completed
PO-20346,2025-07-11,C1082,Tools,TOO-703,2,162.76,325.52,card,completed
PO-20347,2025-06-13,C1084,Hardware,HAR-666,2,61.04,122.08,card,completed
PO-20348,2025-10-02,C1030,Hardware,HAR-630,2,24.83,49.66,card,completed
PO-20349,2026-01-09,C3005,Cleaning,CLE-215,1,40.46,40.46,card,completed
PO-20350,2025-07-07,C3001,Cleaning,CLE-981,3,28.73,86.19,card,completed
PO-20351,2025-05-09,C2020,Safety Gear,SAF-169,1,58.83,58.83,invoice,completed
PO-20352,2026-04-30,C2004,Safety Gear,SAF-885,1,146.33,146.33,card,completed
PO-20353,2025-09-20,C2012,Tools,TOO-417,1,353.51,353.51,invoice,completed
PO-20354,2026-02-25,C2007,Electrical,ELE-881,3,316.04,948.12,card,completed
PO-20355,2025-05-30,C2023,Hardware,HAR-188,5,19.89,99.45,card,completed
PO-20356,2026-04-02,C2011,Electrical,ELE-279,1,327.32,327.32,ach,completed
PO-20357,2026-01-23,C3004,Safety Gear,SAF-901,3,66.66,199.98,card,refunded
PO-20358,2025-06-30,C3001,Tools,TOO-443,3,136.11,408.33,card,completed
PO-20359,2026-01-10,C1013,Cleaning,CLE-623,1,32.98,32.98,card,completed
PO-20360,2026-02-18,C1060,Electrical,ELE-840,1,341.13,341.13,card,completed
PO-20361,2025-07-16,C2010,Hardware,HAR-978,1,66.61,66.61,ach,completed
PO-20362,2025-09-05,C2001,Cleaning,CLE-837,1,50.6,50.6,card,completed
PO-20363,2025-07-31,C3004,Hardware,HAR-923,1,15.12,15.12,card,completed
PO-20364,2025-10-15,C3003,Tools,TOO-666,1,168.59,168.59,card,completed
PO-20365,2026-01-08,C3000,Hardware,HAR-850,5,63.71,318.55,card,completed
PO-20366,2025-08-28,C1084,Safety Gear,SAF-454,2,144.82,289.64,card,completed
PO-20367,2025-11-09,C3002,Electrical,ELE-414,1,252.52,252.52,card,completed
PO-20368,2026-04-30,C3005,Office,OFF-195,1,33.92,33.92,ach,completed
PO-20369,2025-12-21,C2001,Tools,TOO-694,1,89.73,89.73,ach,completed
PO-20370,2025-12-09,C3005,Hardware,HAR-342,1,69.86,69.86,invoice,completed
PO-20371,2025-10-10,C2004,Cleaning,CLE-378,1,56.95,56.95,card,cancelled
PO-20372,2025-06-24,C1039,Hardware,HAR-560,1,39.64,39.64,card,cancelled
PO-20373,2025-07-01,C1041,Tools,TOO-261,3,146.91,440.73,ach,completed
PO-20374,2025-07-15,C1022,Tools,TOO-828,1,164.17,164.17,card,completed
PO-20375,2025-05-16,C1017,Cleaning,CLE-975,1,46.4,46.4,card,completed
PO-20376,2025-07-02,C2020,Tools,TOO-163,3,374.16,1122.48,card,completed
PO-20377,2026-03-27,C1082,Tools,TOO-696,1,352.34,352.34,card,completed
PO-20378,2025-12-14,C1073,Tools,TOO-967,3,156.07,468.21,card,completed
PO-20379,2025-12-08,C3004,Cleaning,CLE-608,1,42.89,42.89,card,completed
PO-20380,2025-09-21,C2017,Cleaning,CLE-252,1,39.44,39.44,card,completed
PO-20381,2026-01-01,C1069,Tools,TOO-189,1,90.97,90.97,card,completed
PO-20382,2025-05-10,C3008,Cleaning,CLE-900,2,31.9,63.8,ach,completed
PO-20383,2025-10-12,C1060,Cleaning,CLE-376,1,23.22,23.22,card,cancelled
PO-20384,2026-01-27,C3004,Office,OFF-885,1,34.07,34.07,card,completed
PO-20385,2026-01-29,C2005,Electrical,ELE-157,2,428.08,856.16,card,completed
PO-20386,2025-07-30,C1045,Hardware,HAR-706,1,62.19,62.19,card,completed
PO-20387,2026-02-15,C2005,Safety Gear,SAF-245,1,53.88,53.88,invoice,completed
PO-20388,2026-01-07,C1078,Tools,TOO-192,1,246.56,246.56,card,completed
PO-20389,2025-08-12,C1018,Hardware,HAR-448,2,74.48,148.96,ach,completed
PO-20390,2026-02-25,C2021,Electrical,ELE-245,2,385.52,771.04,ach,completed
PO-20391,2025-11-19,C3007,Office,OFF-409,1,117.3,117.3,ach,completed
PO-20392,2026-03-29,C3003,Office,OFF-278,2,70.94,141.88,ach,completed
PO-20393,2026-04-06,C1000,Safety Gear,SAF-934,1,75.23,75.23,card,completed
PO-20394,2026-04-25,C2019,Safety Gear,SAF-500,3,158.75,476.25,card,completed
PO-20395,2025-08-22,C1040,Electrical,ELE-679,1,238.4,238.4,card,completed
PO-20396,2025-07-25,C2008,Electrical,ELE-190,3,311.41,934.23,ach,completed
PO-20397,2025-08-16,C1056,Hardware,HAR-809,1,29.45,29.45,card,completed
PO-20398,2025-12-01,C3009,Cleaning,CLE-604,3,24.97,74.91,card,completed
PO-20399,2026-03-30,C1033,Electrical,ELE-330,1,60.96,60.96,ach,completed
PO-20400,2025-06-23,C3001,Tools,TOO-450,1,170.78,170.78,ach,completed
PO-20401,2025-10-21,C1055,Safety Gear,SAF-728,3,146.81,440.43,card,completed
PO-20402,2025-07-20,C3008,Tools,TOO-203,1,371.42,371.42,card,completed
PO-20403,2025-09-13,C3002,Electrical,ELE-388,1,70.28,70.28,card,completed
PO-20404,2025-05-28,C2003,Office,OFF-103,1,40.99,40.99,card,completed
PO-20405,2025-05-14,C2012,Hardware,HAR-274,2,78.44,156.88,card,completed
PO-20406,2025-12-28,C2014,Electrical,ELE-371,1,258.53,258.53,card,completed
PO-20407,2025-05-23,C1012,Office,OFF-550,1,33.34,33.34,card,completed
PO-20408,2025-06-13,C2012,Electrical,ELE-452,3,203.87,611.61,ach,completed
PO-20409,2026-01-23,C2002,Cleaning,CLE-648,2,56.56,113.12,card,completed
PO-20410,2025-11-19,C3002,Electrical,ELE-135,1,408.19,408.19,ach,completed
PO-20411,2025-07-01,C1054,Cleaning,CLE-277,5,15.03,75.15,card,completed
PO-20412,2025-06-10,C1008,Electrical,ELE-545,1,375.48,375.48,card,completed
PO-20413,2025-06-14,C3000,Cleaning,CLE-669,1,23.61,23.61,card,completed
PO-20414,2026-04-24,C2018,Safety Gear,SAF-701,1,95.53,95.53,card,completed
PO-20415,2025-06-21,C3004,Tools,TOO-676,2,308.22,616.44,ach,completed
PO-20416,2025-11-13,C2022,Safety Gear,SAF-723,1,51.0,51.0,card,completed
PO-20417,2025-10-17,C1038,Electrical,ELE-343,1,229.59,229.59,card,completed
PO-20418,2025-10-07,C1056,Office,OFF-963,1,85.97,85.97,card,completed
PO-20419,2025-10-12,C3006,Office,OFF-846,1,80.3,80.3,card,completed
PO-20420,2026-01-04,C2016,Safety Gear,SAF-988,1,30.12,30.12,ach,completed
PO-20421,2026-01-24,C1058,Safety Gear,SAF-129,1,177.53,177.53,card,completed
PO-20422,2025-05-26,C2003,Office,OFF-821,1,49.26,49.26,card,completed
PO-20423,2026-04-14,C2011,Tools,TOO-347,1,244.0,244.0,card,completed
PO-20424,2025-10-24,C1006,Hardware,HAR-957,3,62.93,188.79,card,completed
PO-20425,2025-07-23,C1083,Safety Gear,SAF-898,5,174.28,871.4,card,completed
PO-20426,2025-11-26,C1077,Electrical,ELE-109,1,85.57,85.57,card,completed
PO-20427,2025-10-04,C2006,Electrical,ELE-826,2,208.0,416.0,card,completed
PO-20428,2026-01-22,C2019,Safety Gear,SAF-506,1,21.32,21.32,invoice,completed
PO-20429,2026-03-08,C2008,Office,OFF-405,2,61.95,123.9,card,completed
PO-20430,2025-09-11,C3000,Electrical,ELE-828,5,303.62,1518.1,card,completed
PO-20431,2026-03-04,C3004,Cleaning,CLE-776,1,13.56,13.56,card,completed
PO-20432,2025-12-01,C3003,Electrical,ELE-136,1,447.8,447.8,ach,completed
PO-20433,2026-04-17,C2005,Safety Gear,SAF-753,2,183.17,366.34,card,completed
PO-20434,2026-04-02,C3002,Safety Gear,SAF-285,1,104.74,104.74,ach,refunded
PO-20435,2026-04-14,C2010,Office,OFF-770,1,47.79,47.79,ach,completed
PO-20436,2025-09-28,C3001,Cleaning,CLE-971,1,8.9,8.9,card,completed
PO-20437,2025-12-28,C3002,Safety Gear,SAF-222,3,88.7,266.1,card,completed
PO-20438,2025-07-10,C1023,Hardware,HAR-450,1,50.72,50.72,invoice,completed
PO-20439,2025-06-11,C2006,Cleaning,CLE-440,2,15.55,31.1,card,completed
PO-20440,2025-07-26,C2020,Safety Gear,SAF-882,1,161.34,161.34,ach,completed
PO-20441,2025-12-06,C3008,Cleaning,CLE-492,1,34.82,34.82,ach,completed
PO-20442,2025-08-06,C2003,Tools,TOO-792,1,290.76,290.76,card,completed
PO-20443,2025-11-13,C3009,Office,OFF-271,1,13.12,13.12,invoice,completed
PO-20444,2026-01-24,C2006,Office,OFF-544,3,119.49,358.47,card,completed
PO-20445,2025-07-24,C1064,Cleaning,CLE-119,1,45.27,45.27,card,refunded
PO-20446,2025-07-26,C1068,Tools,TOO-475,2,310.36,620.72,card,completed
PO-20447,2026-03-16,C1014,Tools,TOO-708,10,266.76,2667.6,card,completed
PO-20448,2025-11-30,C2009,Tools,TOO-660,1,280.13,280.13,card,completed
PO-20449,2025-12-02,C2019,Electrical,ELE-632,1,284.37,284.37,card,completed
PO-20450,2025-06-30,C1066,Office,OFF-216,2,63.75,127.5,card,cancelled
PO-20451,2025-08-12,C3007,Office,OFF-820,1,25.96,25.96,card,completed
PO-20452,2025-10-17,C3002,Hardware,HAR-102,1,18.05,18.05,card,completed
PO-20453,2025-06-16,C2009,Safety Gear,SAF-176,2,38.23,76.46,card,completed
PO-20454,2025-09-13,C2021,Cleaning,CLE-151,1,15.43,15.43,card,completed
PO-20455,2025-10-08,C3002,Cleaning,CLE-856,1,51.97,51.97,ach,completed
PO-20456,2025-10-16,C3002,Office,OFF-548,5,38.05,190.25,ach,completed
PO-20457,2025-06-28,C3002,Cleaning,CLE-509,5,20.68,103.4,card,completed
PO-20458,2025-06-27,C2018,Hardware,HAR-812,2,78.75,157.5,ach,completed
PO-20459,2026-01-03,C1016,Safety Gear,SAF-794,1,130.04,130.04,ach,completed
PO-20460,2026-01-03,C2022,Cleaning,CLE-215,3,29.8,89.4,card,completed
PO-20461,2026-04-13,C3008,Safety Gear,SAF-885,2,150.28,300.56,card,completed
PO-20462,2026-01-23,C2021,Electrical,ELE-817,2,211.8,423.6,ach,completed
PO-20463,2026-03-25,C1020,Cleaning,CLE-252,3,36.15,108.45,invoice,completed
PO-20464,2026-01-14,C1035,Cleaning,CLE-972,1,14.93,14.93,ach,completed
PO-20465,2025-05-26,C2018,Safety Gear,SAF-328,1,88.15,88.15,ach,completed
PO-20466,2026-01-11,C2001,Cleaning,CLE-423,1,32.86,32.86,card,completed
PO-20467,2026-02-10,C2016,Safety Gear,SAF-100,3,162.52,487.56,invoice,completed
PO-20468,2026-02-12,C3007,Hardware,HAR-770,2,76.62,153.24,card,completed
PO-20469,2025-10-17,C2003,Safety Gear,SAF-885,2,105.16,210.32,card,completed
PO-20470,2026-04-03,C2011,Hardware,HAR-102,1,68.43,68.43,invoice,completed
PO-20471,2026-04-25,C3001,Tools,TOO-146,3,209.96,629.88,ach,refunded
PO-20472,2025-09-08,C3003,Safety Gear,SAF-300,1,187.44,187.44,card,completed
PO-20473,2025-10-21,C1057,Tools,TOO-875,1,355.42,355.42,ach,completed
PO-20474,2025-12-21,C3009,Safety Gear,SAF-237,5,20.78,103.9,ach,completed
PO-20475,2026-01-03,C3001,Safety Gear,SAF-899,5,51.9,259.5,card,refunded
PO-20476,2025-11-15,C3004,Safety Gear,SAF-429,1,89.24,89.24,invoice,completed
PO-20477,2025-11-20,C2022,Office,OFF-563,3,23.48,70.44,card,refunded
PO-20478,2026-02-05,C2009,Office,OFF-828,2,70.0,140.0,card,completed
PO-20479,2026-04-17,C2022,Office,OFF-788,1,87.56,87.56,invoice,completed
PO-20480,2026-03-23,C3006,Office,OFF-827,1,47.45,47.45,card,completed
PO-20481,2026-04-11,C2000,Electrical,ELE-961,1,398.54,398.54,card,completed
PO-20482,2025-05-29,C1007,Hardware,HAR-373,2,22.94,45.88,card,completed
PO-20483,2026-04-19,C2021,Office,OFF-308,2,11.62,23.24,ach,completed
PO-20484,2026-02-12,C1006,Hardware,HAR-860,2,38.44,76.88,card,completed
PO-20485,2025-10-08,C3007,Safety Gear,SAF-155,1,65.24,65.24,card,cancelled
PO-20486,2025-08-24,C2024,Electrical,ELE-821,2,184.45,368.9,card,refunded
PO-20487,2025-08-08,C3001,Office,OFF-559,1,84.46,84.46,card,completed
PO-20488,2025-09-20,C2004,Safety Gear,SAF-370,1,125.12,125.12,card,completed
PO-20489,2025-05-21,C2018,Hardware,HAR-430,1,64.61,64.61,card,completed
PO-20490,2026-02-06,C2016,Office,OFF-174,2,43.6,87.2,card,completed
PO-20491,2025-07-21,C3005,Cleaning,CLE-656,1,10.97,10.97,card,completed
PO-20492,2025-12-30,C2020,Safety Gear,SAF-943,2,136.87,273.74,card,completed
PO-20493,2026-03-11,C2017,Safety Gear,SAF-349,5,142.86,714.3,card,completed
PO-20494,2025-09-22,C2009,Tools,TOO-629,3,170.61,511.83,ach,completed
PO-20495,2026-03-30,C2000,Hardware,HAR-428,1,76.48,76.48,card,cancelled
PO-20496,2026-03-17,C3003,Tools,TOO-315,2,304.15,608.3,ach,completed
PO-20497,2026-01-31,C3002,Electrical,ELE-999,10,355.59,3555.9,card,completed
PO-20498,2025-05-13,C2018,Cleaning,CLE-834,1,10.73,10.73,card,completed
PO-20499,2025-08-25,C2003,Office,OFF-517,1,78.58,78.58,card,completed
PO-20500,2026-01-29,C3001,Tools,TOO-756,2,66.18,132.36,ach,completed
PO-20501,2025-10-31,C3007,Safety Gear,SAF-208,1,143.46,143.46,card,completed
PO-20502,2025-05-16,C1081,Cleaning,CLE-260,1,13.36,13.36,card,completed
PO-20503,2025-07-13,C2000,Office,OFF-793,3,116.12,348.36,ach,completed
PO-20504,2026-02-08,C2002,Safety Gear,SAF-244,1,20.91,20.91,card,completed
PO-20505,2025-10-04,C3002,Hardware,HAR-866,2,61.36,122.72,card,completed
PO-20506,2025-07-22,C3000,Hardware,HAR-326,2,29.19,58.38,card,completed
PO-20507,2026-02-06,C1074,Cleaning,CLE-760,1,21.7,21.7,card,completed
PO-20508,2026-01-05,C1024,Office,OFF-465,1,81.41,81.41,card,completed
PO-20509,2025-10-10,C2011,Cleaning,CLE-561,1,41.61,41.61,card,completed
PO-20510,2025-10-09,C2008,Cleaning,CLE-272,1,19.29,19.29,card,refunded
PO-20511,2025-10-17,C1077,Cleaning,CLE-573,1,47.84,47.84,card,completed
PO-20512,2025-06-11,C3001,Office,OFF-979,3,107.83,323.49,card,refunded
PO-20513,2025-06-08,C3003,Tools,TOO-969,1,55.45,55.45,card,completed
PO-20514,2025-05-19,C1050,Safety Gear,SAF-366,1,199.77,199.77,card,cancelled
PO-20515,2025-08-23,C2016,Safety Gear,SAF-850,3,44.1,132.3,card,completed
PO-20516,2025-05-06,C3002,Electrical,ELE-344,3,368.75,1106.25,card,completed
PO-20517,2025-07-14,C1033,Electrical,ELE-849,1,180.69,180.69,card,completed
PO-20518,2025-08-14,C1083,Safety Gear,SAF-910,1,104.54,104.54,card,completed
PO-20519,2025-10-13,C1069,Tools,TOO-820,5,257.24,1286.2,card,refunded
PO-20520,2026-02-16,C2012,Hardware,HAR-485,2,36.84,73.68,card,completed
PO-20521,2025-08-23,C3000,Safety Gear,SAF-515,1,176.19,176.19,card,completed
PO-20522,2026-01-12,C1020,Hardware,HAR-550,1,17.24,17.24,card,completed
PO-20523,2025-11-02,C3007,Tools,TOO-776,1,316.74,316.74,ach,completed
PO-20524,2025-08-16,C2005,Safety Gear,SAF-265,2,93.96,187.92,card,completed
PO-20525,2025-07-08,C3008,Electrical,ELE-624,1,270.35,270.35,card,completed
PO-20526,2025-11-24,C3003,Safety Gear,SAF-752,1,149.52,149.52,card,completed
PO-20527,2025-12-16,C3002,Cleaning,CLE-988,1,17.85,17.85,card,completed
PO-20528,2026-03-16,C2002,Electrical,ELE-623,1,334.16,334.16,card,completed
PO-20529,2025-08-26,C3002,Cleaning,CLE-494,1,6.89,6.89,card,completed
PO-20530,2026-03-07,C2003,Tools,TOO-281,1,250.94,250.94,card,completed
PO-20531,2025-06-17,C3006,Cleaning,CLE-775,1,38.59,38.59,ach,cancelled
PO-20532,2026-01-23,C3006,Cleaning,CLE-479,3,43.67,131.01,card,completed
PO-20533,2025-10-27,C2008,Safety Gear,SAF-923,2,157.08,314.16,card,completed
PO-20534,2025-12-31,C3000,Tools,TOO-390,1,227.15,227.15,card,completed
PO-20535,2026-02-20,C2003,Safety Gear,SAF-220,1,87.51,87.51,card,completed
PO-20536,2025-07-19,C2008,Cleaning,CLE-767,1,20.11,20.11,card,completed
PO-20537,2026-04-14,C2017,Cleaning,CLE-873,1,35.81,35.81,card,completed
PO-20538,2026-01-03,C3001,Office,OFF-414,1,94.71,94.71,card,completed
PO-20539,2025-08-26,C3008,Cleaning,CLE-901,2,14.74,29.48,card,completed
PO-20540,2026-03-11,C3002,Electrical,ELE-800,2,97.51,195.02,invoice,completed
PO-20541,2025-12-28,C3006,Cleaning,CLE-190,1,17.98,17.98,card,completed
PO-20542,2026-03-11,C3007,Electrical,ELE-633,1,434.68,434.68,card,cancelled
PO-20543,2026-01-21,C2021,Office,OFF-299,1,75.15,75.15,card,completed
PO-20544,2025-05-19,C3005,Office,OFF-344,2,117.27,234.54,card,completed
PO-20545,2026-04-08,C3008,Cleaning,CLE-515,1,33.96,33.96,ach,completed
PO-20546,2025-09-23,C1024,Electrical,ELE-949,1,274.83,274.83,card,completed
PO-20547,2025-12-19,C2010,Safety Gear,SAF-104,1,93.28,93.28,card,completed
PO-20548,2025-06-29,C2012,Safety Gear,SAF-363,3,166.37,499.11,card,completed
PO-20549,2026-02-13,C2018,Cleaning,CLE-888,1,24.34,24.34,ach,completed
PO-20550,2025-05-15,C3003,Cleaning,CLE-219,1,26.66,26.66,ach,completed
PO-20551,2025-10-09,C1051,Cleaning,CLE-461,1,6.53,6.53,ach,completed
PO-20552,2026-04-10,C2018,Electrical,ELE-940,1,262.91,262.91,card,completed
PO-20553,2025-09-15,C1030,Hardware,HAR-864,2,73.88,147.76,card,completed
PO-20554,2025-09-13,C3001,Hardware,HAR-334,1,28.98,28.98,card,completed
PO-20555,2025-06-10,C3005,Electrical,ELE-779,1,32.78,32.78,ach,completed
PO-20556,2026-03-14,C2024,Office,OFF-604,3,106.67,320.01,card,completed
PO-20557,2026-01-17,C2017,Office,OFF-507,1,72.59,72.59,card,completed
PO-20558,2025-05-17,C3007,Safety Gear,SAF-455,1,143.54,143.54,card,completed
PO-20559,2025-10-09,C2008,Electrical,ELE-108,1,118.52,118.52,card,completed
PO-20560,2025-08-04,C1054,Safety Gear,SAF-369,1,104.84,104.84,card,completed
PO-20561,2025-08-16,C1016,Cleaning,CLE-817,2,25.71,51.42,card,completed
PO-20562,2026-02-19,C2012,Electrical,ELE-334,3,332.74,998.22,ach,completed
PO-20563,2025-08-09,C2004,Hardware,HAR-919,5,22.17,110.85,ach,completed
PO-20564,2026-03-19,C3000,Safety Gear,SAF-646,2,161.36,322.72,card,completed
PO-20565,2025-07-23,C3004,Tools,TOO-320,3,204.64,613.92,card,completed
PO-20566,2025-09-09,C1073,Office,OFF-120,1,47.32,47.32,card,completed
PO-20567,2026-03-29,C2024,Electrical,ELE-651,1,357.73,357.73,card,completed
PO-20568,2025-12-15,C2010,Cleaning,CLE-728,1,40.11,40.11,card,completed
PO-20569,2025-12-02,C2020,Safety Gear,SAF-514,3,32.84,98.52,card,completed
PO-20570,2025-09-27,C3005,Electrical,ELE-373,2,196.09,392.18,ach,cancelled
PO-20571,2026-02-25,C1032,Safety Gear,SAF-561,1,53.1,53.1,card,refunded
PO-20572,2026-04-24,C2000,Electrical,ELE-181,1,196.76,196.76,card,completed
PO-20573,2025-11-20,C2007,Tools,TOO-206,1,97.02,97.02,card,completed
PO-20574,2025-09-23,C3005,Cleaning,CLE-741,1,34.44,34.44,card,completed
PO-20575,2025-12-30,C1076,Safety Gear,SAF-378,1,44.32,44.32,invoice,completed
PO-20576,2025-12-20,C3007,Electrical,ELE-998,1,249.85,249.85,card,completed
PO-20577,2026-02-01,C2000,Hardware,HAR-924,1,32.94,32.94,card,completed
PO-20578,2026-01-23,C3007,Hardware,HAR-452,1,48.39,48.39,card,completed
PO-20579,2025-10-01,C2006,Tools,TOO-884,1,143.13,143.13,card,completed
PO-20580,2025-11-27,C1010,Cleaning,CLE-504,1,44.61,44.61,card,completed
PO-20581,2025-12-03,C1068,Safety Gear,SAF-882,2,130.38,260.76,card,completed
PO-20582,2025-09-15,C2014,Cleaning,CLE-292,3,15.85,47.55,card,completed
PO-20583,2025-09-17,C1013,Electrical,ELE-737,1,164.67,164.67,card,completed
PO-20584,2025-09-22,C1027,Office,OFF-228,2,89.44,178.88,card,completed
PO-20585,2025-10-23,C3005,Cleaning,CLE-419,2,32.91,65.82,card,completed
PO-20586,2025-06-11,C1032,Hardware,HAR-157,1,38.68,38.68,card,completed
PO-20587,2025-11-12,C3000,Tools,TOO-886,2,173.91,347.82,invoice,completed
PO-20588,2025-08-10,C2009,Cleaning,CLE-852,2,34.14,68.28,invoice,completed
PO-20589,2025-10-13,C1081,Hardware,HAR-744,2,62.64,125.28,card,completed
PO-20590,2025-09-30,C1055,Hardware,HAR-469,3,70.73,212.19,card,completed
PO-20591,2025-10-14,C1005,Tools,TOO-271,2,240.87,481.74,card,completed
PO-20592,2026-02-22,C1011,Electrical,ELE-586,2,95.1,190.2,ach,completed
PO-20593,2026-04-17,C2004,Safety Gear,SAF-446,5,199.46,997.3,card,completed
PO-20594,2026-04-25,C3005,Safety Gear,SAF-910,1,107.81,107.81,card,completed
PO-20595,2025-12-11,C2014,Tools,TOO-805,1,287.67,287.67,card,completed
PO-20596,2026-02-11,C2014,Office,OFF-655,2,29.25,58.5,card,completed
PO-20597,2025-09-18,C3008,Safety Gear,SAF-981,1,32.4,32.4,card,completed
PO-20598,2025-11-04,C3003,Electrical,ELE-618,1,107.92,107.92,card,completed
PO-20599,2025-10-12,C3008,Electrical,ELE-164,2,256.36,512.72,card,completed
PO-20600,2025-07-18,C3000,Safety Gear,SAF-389,1,135.36,135.36,card,completed
PO-20601,2025-07-06,C2012,Hardware,HAR-994,1,19.28,19.28,card,completed
PO-20602,2026-04-02,C2002,Cleaning,CLE-638,2,37.88,75.76,card,completed
PO-20603,2025-05-07,C1071,Hardware,HAR-771,1,72.5,72.5,card,completed
PO-20604,2025-11-29,C3001,Electrical,ELE-159,3,141.64,424.92,card,completed
PO-20605,2025-08-19,C2007,Safety Gear,SAF-199,1,61.58,61.58,card,completed
PO-20606,2026-02-16,C2011,Electrical,ELE-283,1,264.42,264.42,ach,cancelled
PO-20607,2026-04-11,C2016,Cleaning,CLE-819,2,53.67,107.34,card,completed
PO-20608,2025-10-20,C2010,Electrical,ELE-261,1,281.96,281.96,invoice,completed
PO-20609,2025-11-07,C1070,Electrical,ELE-540,3,165.85,497.55,card,completed
PO-20610,2025-09-08,C2016,Office,OFF-563,1,52.47,52.47,ach,completed
PO-20611,2025-07-09,C3004,Office,OFF-106,1,32.85,32.85,ach,completed
PO-20612,2026-02-08,C2004,Safety Gear,SAF-669,1,122.89,122.89,card,completed
PO-20613,2025-09-13,C2006,Office,OFF-696,1,36.7,36.7,card,completed
PO-20614,2025-06-09,C3001,Electrical,ELE-432,2,102.62,205.24,ach,completed
PO-20615,2026-03-01,C1042,Electrical,ELE-407,1,369.5,369.5,card,cancelled
PO-20616,2025-10-26,C3009,Cleaning,CLE-526,5,12.51,62.55,ach,refunded
PO-20617,2025-05-06,C2004,Electrical,ELE-896,2,52.73,105.46,card,completed
PO-20618,2025-10-15,C3009,Safety Gear,SAF-814,1,29.09,29.09,ach,completed
PO-20619,2026-02-19,C2015,Safety Gear,SAF-192,1,72.16,72.16,card,completed
PO-20620,2026-02-17,C3002,Electrical,ELE-150,1,140.27,140.27,card,completed
PO-20621,2025-07-09,C2023,Cleaning,CLE-672,1,27.35,27.35,card,completed
PO-20622,2026-01-24,C1052,Hardware,HAR-348,1,64.82,64.82,card,completed
PO-20623,2025-08-06,C2014,Office,OFF-452,1,10.71,10.71,card,completed
PO-20624,2026-03-16,C1010,Hardware,HAR-551,1,67.64,67.64,card,completed
PO-20625,2025-06-27,C1014,Electrical,ELE-155,1,290.82,290.82,card,completed
PO-20626,2025-10-04,C2024,Cleaning,CLE-582,1,17.29,17.29,card,completed
PO-20627,2025-09-10,C1074,Safety Gear,SAF-594,2,198.61,397.22,card,completed
PO-20628,2026-04-05,C2001,Safety Gear,SAF-144,1,30.82,30.82,card,completed
PO-20629,2025-12-25,C2003,Tools,TOO-168,1,135.89,135.89,ach,completed
PO-20630,2025-05-10,C3001,Office,OFF-988,3,51.29,153.87,invoice,completed
PO-20631,2025-10-09,C2022,Cleaning,CLE-987,1,10.75,10.75,card,completed
PO-20632,2025-05-12,C1044,Tools,TOO-353,5,147.15,735.75,card,refunded
PO-20633,2026-04-16,C1007,Office,OFF-463,2,34.45,68.9,invoice,completed
PO-20634,2026-03-17,C3003,Office,OFF-999,1,119.99,119.99,invoice,completed
PO-20635,2025-07-17,C2020,Office,OFF-502,2,17.83,35.66,card,completed
PO-20636,2026-04-17,C2017,Hardware,HAR-527,1,22.39,22.39,invoice,completed
